hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
City Hotel,123,2015,November,45,6,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-11-09,Brooke Wolf,Brooke.Wolf@yahoo.com,702-460-2008,************7844
City Hotel,215,2016,November,48,21,1,1,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,D,1,No Deposit,,233.0,0,Transient,75.0,0,1,Check-Out,2016-11-23,Amber Fisher,Fisher.Amber@aol.com,608-003-9329,************3903
City Hotel,113,2017,May,20,20,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34.0,,0,Transient,190.0,0,0,Canceled,2017-01-27,Mr. Seth Avila,Avila_Mr.48@mail.com,688-944-1485,************1007
Resort Hotel,3,2016,February,6,6,0,1,2,0.0,1,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,314.0,,0,Transient,46.4,1,1,Check-Out,2016-02-07,Mrs. Nicole Valentine PhD,Mrs..P@mail.com,721-352-0821,************5822
City Hotel,162,2017,August,35,28,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,139.5,0,1,Canceled,2017-04-26,Mrs. Felicia Martinez,MMartinez@verizon.com,703-820-9400,************3554
Resort Hotel,2,2016,March,11,10,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,40.0,0,1,Check-Out,2016-03-11,Jennifer Hayes,Jennifer_H@outlook.com,569-435-4635,************2709
Resort Hotel,344,2015,September,37,8,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,58.95,0,0,Canceled,2015-01-01,Robert Jones,RobertJones92@yandex.com,826-571-3754,************9257
City Hotel,27,2017,February,6,5,2,2,1,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,68.0,0,1,Check-Out,2017-02-09,Michelle Drake,Drake.Michelle@protonmail.com,901-882-4134,************5824
Resort Hotel,39,2015,July,30,25,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,134.0,,0,Transient,107.0,0,0,Check-Out,2015-07-26,Margaret Scott,MScott@mail.com,672-451-1814,************5463
Resort Hotel,10,2017,February,7,13,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,146.0,,0,Transient,35.0,0,0,Check-Out,2017-02-16,Brittany Nguyen,Brittany.N@yahoo.com,229-458-8200,************3894
Resort Hotel,18,2016,February,8,14,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,29.0,0,0,Canceled,2016-02-06,Daniel Wyatt,DWyatt88@aol.com,284-371-2175,************2183
City Hotel,11,2016,October,41,4,0,2,1,0.0,0,HB,PRT,Complementary,Corporate,1,1,0,A,B,1,No Deposit,,45.0,0,Transient,0.0,0,0,Check-Out,2016-10-06,Kara White,White_Kara@protonmail.com,724-890-7659,************5517
City Hotel,17,2015,September,39,26,2,2,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,2015-09-30,Philip Austin,Philip_Austin@yahoo.com,431-645-8221,************1968
Resort Hotel,229,2016,September,38,11,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,96.0,,0,Transient,63.2,0,0,Check-Out,2016-09-15,Lisa Shah,LShah@verizon.com,275-625-8641,************4460
City Hotel,97,2017,March,11,14,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,0,Transient,85.0,0,0,Canceled,2016-12-07,Peter Carlson,Peter_C@att.com,380-830-5238,************5477
City Hotel,178,2017,May,20,19,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,0,Canceled,2017-05-03,Alex Molina,Molina_Alex33@yahoo.com,510-792-6292,************2830
City Hotel,162,2017,July,27,4,1,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,116.1,0,1,Check-Out,2017-07-10,Adam Colon,AColon@hotmail.com,853-275-4078,************8040
City Hotel,64,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,2,Check-Out,2016-09-18,Elizabeth Liu,Elizabeth.Liu16@aol.com,323-870-9489,************1189
City Hotel,1,2015,September,39,25,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,86.0,0,0,Check-Out,2015-09-30,Vanessa Cohen,Vanessa_Cohen@mail.com,720-973-3522,************2129
City Hotel,11,2015,December,49,5,2,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,104.0,0,0,Check-Out,2015-12-09,Trevor Knapp,Trevor.K@protonmail.com,752-962-8057,************5638
City Hotel,20,2016,July,28,8,0,1,2,1.0,0,BB,CN,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,158.95,0,1,Check-Out,2016-07-09,Kevin Wright,KWright@verizon.com,293-402-9639,************8361
Resort Hotel,79,2016,October,44,26,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.05,0,3,Canceled,2016-08-30,Patricia Davis,PDavis@mail.com,610-524-2168,************3994
City Hotel,21,2017,March,12,20,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,84.8,0,0,Check-Out,2017-03-24,Barry Fisher,BFisher@verizon.com,707-627-3442,************9205
City Hotel,194,2015,July,29,14,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,8.0,,0,Transient,76.5,0,0,Canceled,2015-07-02,Patricia Lewis,PLewis30@att.com,831-371-7853,************9441
City Hotel,6,2016,March,12,13,2,0,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.0,0,0,Canceled,2016-03-07,Nicolas George,Nicolas_G@yahoo.com,190-369-9846,************1967
City Hotel,44,2015,September,37,10,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,41.0,,0,Transient,126.0,0,0,Canceled,2015-08-17,Dawn Flores,Dawn.Flores@att.com,989-852-9530,************1194
City Hotel,72,2016,May,19,7,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,1,Check-Out,2016-05-09,Heather Barron,Heather.Barron45@aol.com,250-625-4218,************6380
City Hotel,41,2016,May,22,24,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,179.0,0,Transient,89.0,0,0,Canceled,2016-05-02,Sonya Henry,Sonya_Henry73@hotmail.com,330-764-0723,************3159
City Hotel,482,2016,November,45,3,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-10-21,Justin Jacobs,Jacobs.Justin@hotmail.com,856-166-3470,************4926
City Hotel,49,2016,July,27,1,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,3,Check-Out,2016-07-04,Courtney Palmer,Courtney_Palmer@verizon.com,545-129-8945,************9030
City Hotel,108,2016,March,12,19,2,1,2,0.0,1,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,116.0,0,2,Canceled,2016-01-09,Thomas Robertson,Thomas.Robertson@mail.com,400-845-2484,************4096
City Hotel,179,2016,July,27,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,2016-05-10,Albert Chandler,Albert_C@gmail.com,620-835-5948,************3690
City Hotel,25,2016,September,38,11,2,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,110.0,0,1,Check-Out,2016-09-13,Emily Thomas,EmilyThomas@aol.com,194-328-1301,************9854
Resort Hotel,263,2017,May,21,25,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,240.0,,0,Transient-Party,80.1,0,1,Canceled,2016-11-27,Bridget Turner,BridgetTurner@gmail.com,959-007-7268,************3359
City Hotel,33,2017,January,2,14,2,6,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,72.12,0,1,Check-Out,2017-01-22,Sandra Young,Sandra.Y@comcast.net,529-335-6801,************8853
City Hotel,7,2016,May,23,31,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,0,0,0,A,A,0,No Deposit,,45.0,0,Transient,0.0,0,0,Check-Out,2016-06-01,Marcus Harrison,Harrison_Marcus@mail.com,165-179-0161,************7067
Resort Hotel,15,2017,August,32,11,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,40.0,,0,Contract,137.0,0,0,Check-Out,2017-08-14,Thomas Powers,ThomasPowers56@verizon.com,251-630-4524,************4776
City Hotel,29,2017,March,12,20,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,1,Check-Out,2017-03-24,Tony Lowery,Tony_Lowery@aol.com,505-254-4114,************9133
City Hotel,5,2015,October,44,31,0,1,2,2.0,0,BB,IRL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,177.0,0,0,Check-Out,2015-11-01,Mary Smith,Mary_Smith@mail.com,223-103-1283,************6843
Resort Hotel,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,248.0,,0,Transient,46.0,0,0,Canceled,2016-10-18,Suzanne Kelley,Suzanne.K@aol.com,334-377-7022,************7505
Resort Hotel,254,2016,September,40,28,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240.0,,0,Transient,99.43,0,1,Check-Out,2016-10-05,Deborah Johnson,DeborahJohnson@protonmail.com,293-553-3600,************1929
Resort Hotel,77,2016,October,43,17,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,9.71,0,0,Check-Out,2016-10-24,Matthew Torres,Torres.Matthew@zoho.com,424-240-9867,************7650
Resort Hotel,287,2015,October,42,15,1,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,,223.0,0,Transient-Party,44.5,0,0,Check-Out,2015-10-19,Sherry Thompson,Sherry_Thompson@verizon.com,277-919-1049,************2659
Resort Hotel,219,2017,June,24,15,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,84.6,0,1,Canceled,2016-11-21,Karen Mcdowell,KMcdowell12@aol.com,905-122-5661,************7946
City Hotel,464,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,Non Refund,1.0,,391,Transient,65.0,0,0,Canceled,2016-09-20,Jacqueline Dorsey,Jacqueline_D@hotmail.com,496-222-2356,************3532
City Hotel,0,2016,May,19,4,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,,0,Transient,65.0,0,0,Check-Out,2016-05-05,James Thomas,James_T@xfinity.com,401-793-7874,************4716
Resort Hotel,2,2017,March,10,8,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,27,A,D,0,No Deposit,,204.0,0,Transient,35.0,0,2,Canceled,2017-03-08,Jennifer Kerr,Kerr_Jennifer@aol.com,658-475-0310,************9069
City Hotel,116,2017,March,12,24,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient-Party,100.0,0,1,Check-Out,2017-03-26,Elizabeth Hartman,EHartman49@yandex.com,673-292-9679,************3250
City Hotel,335,2016,October,42,13,0,3,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,0.0,0,0,Check-Out,2016-10-16,Stephen Morgan,Stephen_M@zoho.com,442-838-6351,************4062
City Hotel,65,2017,April,14,3,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Check-Out,2017-04-07,John Parsons,John_Parsons@aol.com,214-309-9317,************6679
City Hotel,156,2017,July,30,28,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,90.0,0,1,Check-Out,2017-07-31,David Bird,David.Bird@outlook.com,549-546-7502,************8231
City Hotel,15,2017,July,27,6,0,1,1,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,125.0,0,0,Check-Out,2017-07-07,Kimberly Thompson,Kimberly_Thompson@comcast.net,539-442-1834,************4490
City Hotel,46,2016,November,48,23,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,86.4,0,2,Check-Out,2016-11-24,Jay Warren,Warren_Jay28@outlook.com,440-907-9223,************8161
City Hotel,184,2015,July,27,4,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,0,Canceled,2015-01-20,Kevin Ward,KWard37@mail.com,155-903-3105,************4405
City Hotel,33,2015,December,50,9,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,44.0,,0,Transient,110.0,0,0,Canceled,2015-11-16,Julie Arnold,Julie.Arnold14@yandex.com,465-987-0911,************4124
City Hotel,150,2016,June,25,16,0,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,90.0,0,1,Check-Out,2016-06-19,Mary Price,MPrice@att.com,239-531-1501,************5778
City Hotel,173,2017,August,34,22,2,7,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,202.5,0,0,Canceled,2017-03-14,Rebecca Liu,Rebecca.L91@aol.com,821-665-5562,************7324
City Hotel,104,2017,May,20,15,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,170.0,0,0,Canceled,2017-01-31,Ronald Hartman,Hartman_Ronald@verizon.com,548-251-0704,************9837
Resort Hotel,74,2016,July,30,23,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,172.0,0,1,Check-Out,2016-07-26,Jennifer Lee,Jennifer_Lee@verizon.com,917-923-4812,************3309
City Hotel,273,2015,July,29,17,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,Roberta Garcia,Garcia_Roberta@xfinity.com,927-444-8137,************1980
City Hotel,4,2016,February,8,16,0,1,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.0,0,0,Check-Out,2016-02-17,Daniel Lucas,Lucas.Daniel@gmail.com,507-867-5181,************6716
City Hotel,96,2015,July,28,11,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-07-14,Laura Morrow,Laura.M@verizon.com,114-031-3424,************5586
City Hotel,34,2017,June,25,19,1,4,1,0.0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,136.0,0,0,Check-Out,2017-06-24,Theresa Mendez,Theresa.Mendez78@protonmail.com,793-661-5089,************7206
Resort Hotel,101,2016,December,53,25,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,57.6,0,0,Check-Out,2016-12-30,Laura Burns,Laura.Burns29@hotmail.com,391-646-0752,************5783
Resort Hotel,46,2017,April,17,28,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient-Party,115.0,0,0,Check-Out,2017-05-02,Alyssa Hall,Alyssa_Hall41@aol.com,703-710-9716,************1317
City Hotel,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,2016-01-18,Christopher Smith,ChristopherSmith@outlook.com,190-122-1178,************4741
City Hotel,219,2015,September,36,4,2,3,1,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3.0,,0,Transient-Party,74.0,0,0,Check-Out,2015-09-09,Amy Thomas,AmyThomas@comcast.net,365-860-8176,************4971
Resort Hotel,14,2015,December,51,19,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,No Deposit,,,0,Transient,52.0,0,1,Canceled,2015-12-08,Kenneth Johnson,Johnson_Kenneth24@aol.com,444-007-1622,************4014
City Hotel,41,2015,August,33,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-14,Andrew Robertson,Andrew_Robertson@protonmail.com,937-641-1652,************9910
City Hotel,212,2016,October,45,31,1,4,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,126.9,0,0,Canceled,2016-04-09,Justin Rivera,Rivera.Justin@att.com,922-924-5575,************7186
City Hotel,54,2017,January,1,6,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,2,Canceled,2016-12-28,Crystal Solomon,CSolomon@yahoo.com,933-296-2500,************4264
City Hotel,73,2016,September,38,15,0,1,2,0.0,0,SC,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,233.0,0,Transient,100.0,0,1,Canceled,2016-09-07,Danny Pham,Pham.Danny69@outlook.com,979-489-8449,************4591
City Hotel,109,2017,April,17,28,2,2,1,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,137.25,0,0,Canceled,2017-01-11,Makayla Rush,MakaylaRush@aol.com,397-220-9516,************1995
City Hotel,157,2016,July,28,7,1,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,72.25,0,0,Check-Out,2016-07-11,Kenneth Mendoza,Mendoza.Kenneth@mail.com,709-270-1110,************7176
City Hotel,53,2016,November,47,14,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,68.0,0,0,Check-Out,2016-11-18,Kenneth Ruiz,Kenneth_Ruiz@zoho.com,719-886-1161,************5566
City Hotel,0,2017,January,3,20,0,2,1,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,78.0,0,0,Check-Out,2017-01-22,Danny Henderson,Danny.Henderson60@yahoo.com,212-209-9964,************2884
Resort Hotel,27,2017,March,11,17,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,68.0,0,0,Canceled,2017-02-18,Lori Mccullough,Mccullough_Lori@verizon.com,234-705-4217,************8734
City Hotel,6,2015,August,33,14,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,98.0,1,0,Check-Out,2015-08-15,Joanna Stewart,Joanna_Stewart@mail.com,595-332-6213,************5803
City Hotel,4,2017,May,20,20,0,1,3,0.0,0,BB,JEY,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,,,0,Transient,252.0,0,0,Canceled,2017-05-16,Joseph Gregory,Joseph.G61@yandex.com,111-587-1923,************5831
Resort Hotel,40,2016,November,47,19,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,1,Check-Out,2016-11-21,Lisa Elliott,Lisa.Elliott@xfinity.com,321-850-2963,************8581
City Hotel,111,2016,August,33,12,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1,Check-Out,2016-08-14,Robert Wang,Robert.W61@gmail.com,662-899-5710,************2554
City Hotel,140,2015,November,47,18,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,87,Transient-Party,75.0,0,0,Check-Out,2015-11-21,Frank Davis,FDavis@gmail.com,158-865-6175,************4641
City Hotel,336,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,109.0,0,0,Canceled,2015-03-25,Samantha Johnson,Johnson_Samantha11@protonmail.com,527-239-3067,************6613
City Hotel,92,2017,April,16,19,0,1,2,1.0,0,BB,ITA,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,137.0,1,1,Check-Out,2017-04-20,Samuel Johnson,Samuel_J83@zoho.com,630-950-5272,************7446
Resort Hotel,37,2015,September,37,9,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,,0,Contract,97.5,0,0,Check-Out,2015-09-12,Margaret Porter,MargaretPorter30@att.com,325-244-7882,************2535
City Hotel,200,2016,June,23,3,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,127.0,0,1,Canceled,2016-01-06,Amy Hunter,AHunter@xfinity.com,384-936-8773,************9189
City Hotel,15,2016,December,53,27,1,5,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,220.0,,0,Transient-Party,70.0,0,0,Check-Out,2017-01-02,Mary Davila,Mary_Davila@zoho.com,577-610-1746,************7407
City Hotel,54,2016,August,36,30,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,3,Check-Out,2016-09-03,Paul Brown,Paul.Brown@gmail.com,238-546-7665,************7504
City Hotel,47,2016,September,38,13,0,3,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,281.0,,0,Transient-Party,120.0,0,0,Check-Out,2016-09-16,Stephen Berger,SBerger@aol.com,342-363-0384,************9990
Resort Hotel,7,2016,August,34,19,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,339.0,,0,Transient-Party,140.0,0,0,Check-Out,2016-08-20,Jacob Sharp,JacobSharp76@outlook.com,395-069-4673,************8082
Resort Hotel,1,2017,July,29,19,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,240.0,,0,Transient-Party,174.0,0,1,Check-Out,2017-07-21,Ashley Turner,Ashley_Turner69@att.com,858-036-1776,************4342
City Hotel,221,2015,October,42,17,2,1,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3.0,,0,Transient-Party,90.0,0,0,Check-Out,2015-10-20,Thomas Austin,Thomas.A83@yahoo.com,268-787-4326,************1456
City Hotel,317,2016,September,38,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,120.0,0,0,Canceled,2016-02-09,Cathy Peterson,Cathy_P47@gmail.com,878-715-0504,************2076
City Hotel,178,2016,April,18,28,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,46,Transient,110.0,0,0,Canceled,2015-12-18,William Walker,Walker.William75@protonmail.com,377-977-3437,************4447
City Hotel,1,2016,October,42,11,0,2,1,0.0,0,BB,ITA,Aviation,Corporate,1,0,1,D,D,0,No Deposit,,153.0,0,Transient,110.0,0,0,Check-Out,2016-10-13,Sarah Smith,SarahSmith@gmail.com,974-034-2545,************2643
City Hotel,134,2017,July,30,24,2,5,2,1.0,0,BB,DEU,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,260.0,0,0,Canceled,2017-03-21,Karen Williams,Karen.W@yandex.com,772-741-3670,************6904
City Hotel,351,2016,June,26,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,Gabriella Marquez,Marquez.Gabriella@yandex.com,839-501-8357,************3079
City Hotel,96,2015,December,53,27,2,3,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,75.0,0,1,Check-Out,2016-01-01,Monica Johnson,Johnson.Monica69@yahoo.com,892-342-7089,************9293
City Hotel,20,2017,May,21,24,0,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87.0,,0,Transient-Party,120.0,0,0,Check-Out,2017-05-25,Donald King,King_Donald@aol.com,453-076-3062,************6510
City Hotel,80,2016,July,28,4,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,82.45,0,0,Check-Out,2016-07-11,Monica Hansen,Monica.Hansen@comcast.net,602-294-4630,************5650
Resort Hotel,298,2017,August,31,1,0,5,2,0.0,0,HB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,167.18,0,2,Canceled,2017-02-22,Debbie Brown,Debbie.Brown57@mail.com,882-465-8469,************2521
Resort Hotel,4,2015,October,41,7,0,3,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,67.0,0,0,Check-Out,2015-10-10,Gregory Vaughn,Gregory.V@verizon.com,764-303-4995,************5068
Resort Hotel,2,2017,March,11,16,1,3,2,0.0,0,HB,PRT,Direct,TA/TO,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,119.5,0,1,Check-Out,2017-03-20,Melissa Perez,Melissa.P@outlook.com,991-470-4408,************8763
City Hotel,148,2016,May,19,5,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,105.3,0,0,Check-Out,2016-05-08,Brandy Barnes,Brandy.B61@yandex.com,465-232-5160,************9590
